Electricity Load [J],Heating Load [J],Cooling Load [J],Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Speed [m/s](Hourly)
0.0027177459334007717,1.617496415841852e-06,0.0065479136948808385,0.0,0.0,0.0
0.0027177459334007717,1.3920398104964576e-06,0.0059867823618434506,0.0,0.0,0.0
0.0024809646194858446,1.4779716629551643e-06,0.0054974061766139655,0.0,0.0,0.0
0.0024809646194858446,3.878479997189221e-06,0.005128691478336542,0.0,0.0,0.0
0.002882537406248412,8.054896507590557e-06,0.00487437661092777,0.0,0.0,0.0
0.004371561121482508,1.1927914509028842e-05,0.004975556409345937,0.0,0.0,0.0
0.008425840183298587,2.006856592969227e-06,0.005664582578592634,0.0,0.0,0.0
0.011116803771805298,0.0016028710790371953,0.006577582637827087,1.183482078344022e-06,0.0,0.0
0.014411039997109874,1.1894661126155944e-06,0.004441254226928938,2.3264766119025905e-05,0.0,0.0
0.010666900825942606,8.00911374056718e-06,0.00867801644542176,8.654991304521151e-05,0.0,0.0
0.00534099366450301,3.116004487776301e-06,0.006804104884272511,0.00012096432611284688,0.0,0.0
0.005163657558244022,7.015112927055775e-07,0.0035708578050695715,0.0001542575456325774,0.0,0.0
0.005009817945031723,9.070461017978734e-07,0.004350933819853133,0.00014686078264292726,0.625,0.625
0.0051125402538051146,6.373172158757251e-07,0.005926531012797555,0.00018080803173226896,1.0,1.0
0.00512866505817376,5.281249310038316e-07,0.0064115282090178504,0.0001919732508134882,1.0,1.0
0.005109159435489871,1.5623773927548505e-05,0.0066574105806702834,0.00018418718450859332,1.0,1.0
0.006564712568800571,4.2517008680127986e-05,0.011674126854991336,0.00015758998201107242,1.0,1.0
0.008705917775913308,1.0840994229793617e-06,0.010451403425775004,8.662777370826046e-05,1.0,1.0
0.010715670027470155,1.1899609646292757e-06,0.005382512463837326,6.337857972184433e-06,1.0,1.0
0.010142804134590254,7.061746709363156e-06,0.011235185715470442,0.0,1.0,1.0
0.010821214737239905,1.2129208780481974e-06,0.010630817332889226,0.0,0.375,0.375
0.010170111750374373,1.2772676495656671e-06,0.010504262915598396,0.0,0.0,0.0
0.007119309766168257,1.2909464755767855e-06,0.00911996971953428,0.0,0.0,0.0
0.0037958367599202777,2.746687559401692e-06,0.007191815512488144,0.0,0.0,0.0
0.002650094129425078,1.7579044663519011e-06,0.006524271407825831,0.0,0.0,0.0
0.002582442325449385,1.3779580157864665e-06,0.005960246084102392,0.0,0.0,0.0
0.0024809646194858446,1.4587115146454674e-06,0.005482850609994118,0.0,0.0,0.0
0.0024809646194858446,3.0815560068510345e-06,0.005131409205615575,0.0,0.0,0.0
0.002882537406248412,8.548487311203117e-06,0.004861572733927544,0.0,0.0,0.0
0.004540690631421741,1.0721190293022699e-05,0.0052160818006882805,0.0,0.0,0.0
0.010046761581251649,1.2126951809809124e-06,0.006830333499138745,0.0,0.0,0.0
0.012881825490389662,0.0014523511575698777,0.007654484349694229,0.0,0.0,0.0
0.011702595352051374,1.2152942677904733e-06,0.003257264361235118,1.3080591392223401e-06,0.0,0.0
0.010239202585748447,4.655703001718515e-05,0.007414224284711441,1.1071786285560522e-05,0.0,0.0
0.005385107007465289,1.602142553376525e-05,0.0059817050524838215,4.514361243578052e-05,0.0,0.0
0.005202812175810279,1.077441765674781e-06,0.0033138900538404433,0.0001221478081911909,0.625,0.625
0.005089797981536238,7.239331564647463e-07,0.0042314057109616296,0.00018333071721505486,1.0,1.0
0.005233519877513691,7.589205741176233e-07,0.005771715719208668,0.00019603757742464334,1.625,1.625
0.005244721956533213,5.687591656322721e-07,0.0061816925220360055,0.000193172305024442,2.0,2.0
0.005285167213404114,1.9153472147296274e-05,0.006409263412021542,0.00018429618943686184,2.0,2.0
0.006719421446678486,3.693988026774387e-05,0.011710900521129133,0.00015824401158068358,2.0,2.0
0.009148295348133682,1.1004269553669806e-06,0.010507605332984171,8.778011152138489e-05,2.0,2.0
0.010309895396238593,1.235221472957701e-06,0.005319586025996147,6.431290767843172e-06,2.0,2.0
0.009900557973788167,5.870967078842607e-06,0.011083129157623904,0.0,2.0,2.0
0.010821214737239905,1.7536229792133698e-06,0.010443666091269135,0.0,2.0,2.0
0.009865678632483749,1.3717748776043863e-06,0.010333616619689522,0.0,2.0,2.0
0.006645747138338401,9.265859596475918e-07,0.00889388423046478,0.0,0.75,0.75
0.0035590554460053496,2.0747234464032202e-06,0.006985526057285525,0.0,1.25,1.25
0.002650094129425078,1.274821955674634e-06,0.0061632012624106254,0.0,1.375,1.375
0.002582442325449385,9.388646723650633e-07,0.005704423022784389,0.0,0.375,0.375
0.0024809646194858446,1.7606863290824256e-06,0.0052656148667994725,0.0,0.625,0.625
0.0024809646194858446,5.160684401813952e-06,0.004913653822646903,0.0,1.0,1.0
0.002882537406248412,3.4236914071462942e-06,0.004734876440806012,0.0,0.375,0.375
0.004540690631421741,3.537352860948743e-06,0.005149911570522455,0.0,0.0,0.0
0.010046761581251649,1.1849899328156997e-06,0.006776055873106008,0.0,0.0,0.0
0.012881825490389662,0.001245942045598711,0.0076234914519569055,0.0,0.0,0.0
0.011713797431070894,1.1982547215633442e-06,0.003205734638855021,6.306713706964854e-06,0.0,0.0
0.010252106678375316,3.822549346060214e-05,0.007592288919339284,4.666968143153992e-05,0.0,0.0
0.0054567899974911184,9.547209192213424e-06,0.006423090279950624,0.00011725815855171692,0.0,0.0
0.0053064334865290325,1.2643243340052995e-06,0.0034870747483766082,0.00016135843810264152,1.25,1.25
