Electricity Load [J],Heating Load [J],Cooling Load [J],Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Speed [m/s](Hourly)
0.008260601079473198,0.0,0.03708192442777815,0.0,0.8333333333333334,0.8333333333333334
0.005536544500246012,0.0,0.0,0.0,1.1666666666666667,1.1666666666666667
0.006920789206085527,0.0,0.0,0.0,2.0,2.0
0.005355677051985433,0.0,0.0,0.0,4.916666666666667,4.916666666666667
0.010051013514285721,0.0038661632044990346,0.0038653900075076666,0.0,7.583333333333332,7.583333333333332
0.021006798592986382,0.0009106508187094464,0.010858583656697642,0.0,3.9166666666666665,3.9166666666666665
0.024429383070267395,0.000276734269428923,0.01104198435785336,0.0,2.166666666666667,2.166666666666667
0.02792680918251365,0.0,0.020831788119283892,1.9563728846718186e-06,3.5833333333333335,3.5833333333333335
0.03398133985707735,0.0,0.0229620175355355,8.803677981023184e-06,4.0,4.0
0.03775624382393577,0.0,0.01918450800962387,3.260621474453032e-05,5.75,5.75
0.046506095833023134,0.0,0.02275540365319263,0.00021275555120806025,5.25,5.25
0.051222895598274025,0.0,0.027815093686437607,0.00048110469855554473,4.0,4.0
0.04807836242144011,0.0,0.033028700397615164,0.0009447650722227658,4.0,4.0
0.04493382924460617,0.0,0.0344130031942752,0.0013957090221396195,5.75,5.75
0.04178929606777224,0.0,0.031042958877157224,0.0013632658384688126,6.416666666666668,6.416666666666668
0.04178929606777224,0.0,0.028833595971616086,0.0009933483321921158,6.0,6.0
0.04703271350709564,0.0,0.02782058652227039,0.00010173139000293452,5.416666666666668,5.416666666666668
0.047554378872359165,0.0,0.028423053325946433,0.0,5.0,5.0
0.044409845695525245,0.0,0.03196084565236712,0.0,4.416666666666667,4.416666666666667
0.04126531251869131,0.0,0.03269442055247031,0.0,3.416666666666667,3.416666666666667
0.03812077934185739,0.0,0.031103726795358434,0.0,3.5833333333333335,3.5833333333333335
0.03497624616502346,0.0,0.023016799623536175,0.0,4.0,4.0
0.020048301130184503,0.0,0.017270729010753206,0.0,3.416666666666667,3.416666666666667
0.00905961012151011,0.0,0.013341800082703642,0.0,2.416666666666667,2.416666666666667
0.007871828209930045,0.0,0.032291455058578514,0.0,2.0,2.0
0.005536544500246012,0.0,0.0,0.0,1.4166666666666667,1.4166666666666667
0.006920789206085527,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667
0.005355677051985433,0.0,0.0,0.0,0.0,0.0
0.010051013514285721,0.005882594025839769,0.008379989645056844,0.0,0.0,0.0
0.02220916169927851,0.0009810085112525178,0.009038463914342468,0.0,0.0,0.0
0.025559821744766037,0.0018252247794305655,0.011009831100206863,0.0,0.5833333333333334,0.5833333333333334
0.02870435492159996,0.0,0.012960972612786283,0.0,0.4166666666666667,0.4166666666666667
0.03393291543449641,0.0,0.016203346113238152,0.00010499201147738758,0.5833333333333334,0.5833333333333334
0.03812804983448378,0.0,0.02067738632190517,0.0006374514982555675,1.0,1.0
0.04753952194593224,0.0,0.022923324571530956,0.0010205745215037987,1.5833333333333333,1.5833333333333333
0.05225632171118313,0.0,0.030689827390928518,0.00134957122827611,2.0,2.0
0.04911178853434921,0.0,0.037853956414088695,0.0014917343245622616,3.166666666666667,3.166666666666667
0.045967255357515266,0.0,0.03779338878729012,0.001466464508135251,3.416666666666667,3.416666666666667
0.042822722180681345,0.0,0.03307594188159304,0.0013663634288695423,3.5833333333333335,3.5833333333333335
0.042822722180681345,0.0,0.02914860092857636,0.0009987283576249634,4.0,4.0
0.049104518041722806,0.0,0.028147820688514135,0.00010662232221461406,4.0,4.0
0.049887016089618104,0.0,0.03256126478808539,0.0,3.416666666666667,3.416666666666667
0.04674248291278417,0.0,0.03646050672192483,0.0,2.416666666666667,2.416666666666667
0.04359794973595025,0.0,0.03525024956015509,0.0,1.4166666666666667,1.4166666666666667
0.04045341655911632,0.0,0.03380590568655177,0.0,1.0,1.0
